Invoice ID,Customer ID,Customer Name,Branch,City,State,Customer Type,Gender,Brand,Product,Product Line,Unit Price,Quantity,Discount %,Discount Amount,Tax,Total,Date,Time,Payment,COGS,Gross Margin %,Gross Income,Rating,Salesperson,Stock Available
INV00007451,CUST2157,Ishita Reddy,Delhi NCR,New Delhi,Delhi,Wholesale,Male,Britannia,Britannia Bread,Bakery,140.57,7,5,49.2,46.74,981.53,2024-10-06,10:11,Credit Card,983.99,4.7619,46.74,7.7,Krishna Patel,428
INV00007452,CUST2256,Ananya Reddy,Pune,Pune,Maharashtra,Member,Male,Parle,Parle-G,Snacks,857.47,8,15,1028.96,291.54,6122.34,2023-07-08,22:48,UPI,6859.76,4.7619,291.54,9.7,Rohan Yadav,441
INV00007453,CUST1124,Rohan Jain,Ahmedabad,Ahmedabad,Gujarat,Wholesale,Male,Tata,Tata Tea Gold,Beverages,1089.17,3,15,490.13,138.87,2916.25,2023-02-22,15:55,Cash,3267.51,4.7619,138.87,8.3,Ishita Nair,302
INV00007454,CUST2321,Saanvi Yadav,Salt Lake,Kolkata,West Bengal,Member,Male,Coca-Cola,Coca-Cola,Beverages,556.74,7,20,779.44,155.89,3273.63,2023-08-26,16:17,Cash,3897.18,4.7619,155.89,7.3,Karan Patel,146
INV00007455,CUST1885,Aditi Roy,Kolkata Central,Kolkata,West Bengal,Wholesale,Male,Cadbury,Dairy Milk,Confectionery,487.65,2,20,195.06,39.01,819.25,2024-05-22,16:44,Debit Card,975.3,4.7619,39.01,5.6,Ananya Pramanik,307
INV00007456,CUST1640,Priya Reddy,Pune,Pune,Maharashtra,Member,Female,HUL,Surf Excel,Home Care,229.65,7,10,160.75,72.34,1519.14,2023-08-09,15:13,Wallet,1607.55,4.7619,72.34,6.5,Karan Jain,226
INV00007457,CUST1119,Karan Sharma,Salt Lake,Kolkata,West Bengal,Wholesale,Male,Unilever,Dove Soap,Personal Care,363.27,8,15,435.92,123.51,2593.75,2023-01-16,10:40,Wallet,2906.16,4.7619,123.51,7.9,Ishita Singh,291
INV00007458,CUST1327,Pooja Jain,Delhi NCR,New Delhi,Delhi,Wholesale,Female,Cadbury,Bournvita,Health,296.85,4,0,0.0,59.37,1246.77,2023-01-01,12:32,Debit Card,1187.4,4.7619,59.37,4.5,Meera Reddy,142
INV00007459,CUST1978,Aditi Jain,Salt Lake,Kolkata,West Bengal,Regular,Male,Cadbury,Bournvita,Health,794.02,6,15,714.62,202.48,4251.98,2022-05-21,10:45,Cash,4764.12,4.7619,202.48,4.8,Akash Jain,470
INV00007460,CUST1573,Priya Ghosh,Salt Lake,Kolkata,West Bengal,Wholesale,Male,HUL,Surf Excel,Home Care,749.25,5,5,187.31,177.95,3736.89,2024-07-08,09:03,Debit Card,3746.25,4.7619,177.95,6.3,Rahul Reddy,438
INV00007461,CUST2063,Vivaan Das,Kolkata Central,Kolkata,West Bengal,Regular,Male,Tata,Tata Salt,Grocery,1047.47,8,0,0.0,418.99,8798.75,2024-11-02,19:31,Debit Card,8379.76,4.7619,418.99,5.2,Ananya Jain,195
INV00007462,CUST1827,Rohan Yadav,Howrah,Howrah,West Bengal,Wholesale,Female,P&G,Tide Detergent,Home Care,145.65,5,0,0.0,36.41,764.66,2024-01-05,12:58,Debit Card,728.25,4.7619,36.41,8.7,Sneha Singh,128
INV00007463,CUST2433,Ananya Singh,Mumbai,Mumbai,Maharashtra,Wholesale,Male,Adani Wilmar,Fortune Sunflower Oil,Grocery,513.19,5,20,513.19,102.64,2155.4,2022-04-21,22:30,Credit Card,2565.95,4.7619,102.64,4.3,Sneha Singh,396
INV00007464,CUST1473,Aditi Pramanik,Hyderabad,Hyderabad,Telangana,Member,Male,PepsiCo,Pepsi,Beverages,1067.83,2,15,320.35,90.77,1906.08,2022-03-25,22:15,Debit Card,2135.66,4.7619,90.77,4.3,Priya Patel,223
INV00007465,CUST1436,Sneha Sharma,Howrah,Howrah,West Bengal,Wholesale,Female,Nestlé,Nescafé Coffee,Beverages,710.52,8,5,284.21,270.0,5669.95,2024-09-01,20:34,UPI,5684.16,4.7619,270.0,6.9,Rahul Roy,298
INV00007466,CUST1331,Ishita Nair,Delhi NCR,New Delhi,Delhi,Regular,Male,Nestlé,Nescafé Coffee,Beverages,604.41,3,5,90.66,86.13,1808.7,2022-05-15,21:23,Wallet,1813.23,4.7619,86.13,8.6,Priya Gupta,252
INV00007467,CUST2474,Ananya Yadav,Salt Lake,Kolkata,West Bengal,Member,Female,Unilever,Clinic Plus Shampoo,Personal Care,545.14,1,10,54.51,24.53,515.16,2022-02-03,09:32,Debit Card,545.14,4.7619,24.53,6.6,Meera Nair,148
INV00007468,CUST1566,Krishna Pramanik,Salt Lake,Kolkata,West Bengal,Regular,Female,PepsiCo,Pepsi,Beverages,683.08,6,0,0.0,204.92,4303.4,2023-07-24,14:12,UPI,4098.48,4.7619,204.92,5.6,Ananya Das,235
INV00007469,CUST1303,Diya Das,Pune,Pune,Maharashtra,Member,Female,Nestlé,Nescafé Coffee,Beverages,262.74,7,10,183.92,82.76,1738.02,2022-01-02,18:23,Credit Card,1839.18,4.7619,82.76,5.5,Saanvi Patel,123
INV00007470,CUST1626,Akash Jain,Ahmedabad,Ahmedabad,Gujarat,Member,Male,Coca-Cola,Coca-Cola,Beverages,710.37,3,5,106.56,101.23,2125.78,2024-08-12,12:55,Credit Card,2131.11,4.7619,101.23,8.2,Pooja Ghosh,266
INV00007471,CUST1647,Ananya Mukherjee,Pune,Pune,Maharashtra,Member,Male,Unilever,Clinic Plus Shampoo,Personal Care,933.66,8,5,373.46,354.79,7450.61,2023-06-27,16:10,UPI,7469.28,4.7619,354.79,6.2,Riya Das,466
INV00007472,CUST1393,Pooja Patel,Pune,Pune,Maharashtra,Wholesale,Female,Britannia,Britannia Bread,Bakery,887.71,3,5,133.16,126.5,2656.47,2024-10-04,16:12,Wallet,2663.13,4.7619,126.5,9.2,Aditi Sharma,225
INV00007473,CUST2333,Aditi Sharma,Hyderabad,Hyderabad,Telangana,Wholesale,Male,Britannia,Good Day Biscuits,Snacks,215.95,1,5,10.8,10.26,215.41,2023-03-15,14:19,Cash,215.95,4.7619,10.26,4.5,Meera Verma,292
INV00007474,CUST1146,Aditya Patel,Delhi NCR,New Delhi,Delhi,Regular,Female,PepsiCo,Lay's Chips,Snacks,323.36,4,20,258.69,51.74,1086.49,2023-02-28,19:08,Debit Card,1293.44,4.7619,51.74,6.6,Neha Verma,491
INV00007475,CUST1920,Ananya Pramanik,Hyderabad,Hyderabad,Telangana,Wholesale,Female,ITC,Aashirvaad Atta,Grocery,521.96,6,0,0.0,156.59,3288.35,2023-07-03,21:07,UPI,3131.76,4.7619,156.59,4.3,Neha Singh,12
INV00007476,CUST2267,Sneha Ghosh,Delhi NCR,New Delhi,Delhi,Regular,Male,Colgate,Colgate Toothpaste,Personal Care,985.27,6,15,886.74,251.24,5276.12,2024-06-25,08:50,UPI,5911.62,4.7619,251.24,4.5,Ishita Mukherjee,467
INV00007477,CUST2102,Akash Patel,Delhi NCR,New Delhi,Delhi,Wholesale,Male,Nestlé,Maggi Noodles,Instant Food,600.26,4,15,360.16,102.04,2142.92,2022-05-16,22:15,Cash,2401.04,4.7619,102.04,5.3,Karan Reddy,53
INV00007478,CUST1197,Saanvi Pramanik,Hyderabad,Hyderabad,Telangana,Member,Female,HUL,Surf Excel,Home Care,968.69,4,20,774.95,154.99,3254.8,2022-12-12,17:53,Debit Card,3874.76,4.7619,154.99,9.4,Aditya Yadav,3
INV00007479,CUST1774,Saanvi Mukherjee,Howrah,Howrah,West Bengal,Member,Male,Nestlé,Maggi Noodles,Instant Food,369.14,1,10,36.91,16.61,348.84,2024-06-05,16:31,Cash,369.14,4.7619,16.61,9.0,Rohan Yadav,157
INV00007480,CUST2480,Karan Mukherjee,Howrah,Howrah,West Bengal,Wholesale,Female,Cadbury,Dairy Milk,Confectionery,774.38,7,15,813.1,230.38,4837.94,2022-06-11,21:19,Wallet,5420.66,4.7619,230.38,9.3,Neha Pramanik,283
INV00007481,CUST1054,Krishna Sharma,Salt Lake,Kolkata,West Bengal,Wholesale,Female,Cadbury,Dairy Milk,Confectionery,381.44,7,20,534.02,106.8,2242.86,2022-04-18,21:16,UPI,2670.08,4.7619,106.8,4.8,Priya Roy,438
INV00007482,CUST1460,Ananya Pramanik,Hyderabad,Hyderabad,Telangana,Wholesale,Male,Patanjali,Patanjali Honey,Health,895.23,7,10,626.66,282.0,5921.95,2022-03-12,21:23,UPI,6266.61,4.7619,282.0,3.8,Meera Patel,45
INV00007483,CUST1092,Pooja Mukherjee,Howrah,Howrah,West Bengal,Regular,Male,Cadbury,Bournvita,Health,1177.64,8,10,942.11,423.95,8902.96,2022-12-20,13:29,UPI,9421.12,4.7619,423.95,9.1,Diya Jain,289
INV00007484,CUST1082,Sneha Nair,Pune,Pune,Maharashtra,Member,Male,ITC,Aashirvaad Atta,Grocery,1122.66,8,15,1347.19,381.7,8015.79,2024-09-17,21:23,UPI,8981.28,4.7619,381.7,9.6,Neha Verma,73
INV00007485,CUST1411,Aditya Roy,Chennai,Chennai,Tamil Nadu,Regular,Female,Tata,Tata Salt,Grocery,806.01,7,10,564.21,253.89,5331.75,2022-11-18,16:30,UPI,5642.07,4.7619,253.89,8.7,Neha Sharma,138
INV00007486,CUST2254,Vivaan Gupta,Hyderabad,Hyderabad,Telangana,Regular,Female,Patanjali,Patanjali Honey,Health,359.45,6,15,323.5,91.66,1924.86,2023-06-11,08:26,Debit Card,2156.7,4.7619,91.66,9.7,Aditya Sharma,387
INV00007487,CUST2243,Saanvi Gupta,Hyderabad,Hyderabad,Telangana,Regular,Male,Nestlé,Nescafé Coffee,Beverages,1068.11,4,15,640.87,181.58,3813.15,2022-03-21,11:41,Cash,4272.44,4.7619,181.58,4.7,Meera Gupta,136
INV00007488,CUST1504,Aditi Nair,Chennai,Chennai,Tamil Nadu,Wholesale,Female,India Gate,Basmati Rice,Grocery,990.73,4,5,198.15,188.24,3953.01,2022-06-17,10:00,Debit Card,3962.92,4.7619,188.24,8.1,Krishna Reddy,420
INV00007489,CUST1458,Neha Gupta,Howrah,Howrah,West Bengal,Member,Male,Parle,Parle-G,Snacks,876.2,8,10,700.96,315.43,6624.07,2024-10-05,12:53,Credit Card,7009.6,4.7619,315.43,6.0,Akash Jain,221
INV00007490,CUST2204,Rahul Mukherjee,Kolkata Central,Kolkata,West Bengal,Regular,Male,India Gate,Basmati Rice,Grocery,740.7,1,0,0.0,37.04,777.74,2024-10-09,13:54,Wallet,740.7,4.7619,37.04,3.6,Aditi Mukherjee,473
INV00007491,CUST2397,Diya Singh,Ahmedabad,Ahmedabad,Gujarat,Member,Female,Colgate,Colgate Toothpaste,Personal Care,674.13,4,20,539.3,107.86,2265.08,2023-09-25,09:28,UPI,2696.52,4.7619,107.86,7.8,Rohan Patel,175
INV00007492,CUST1864,Akash Pramanik,Chennai,Chennai,Tamil Nadu,Member,Female,Coca-Cola,Coca-Cola,Beverages,1060.9,7,10,742.63,334.18,7017.85,2024-02-05,13:39,Cash,7426.3,4.7619,334.18,6.0,Rahul Mukherjee,267
INV00007493,CUST1211,Pooja Singh,Chennai,Chennai,Tamil Nadu,Regular,Female,Tata,Tata Salt,Grocery,935.33,3,0,0.0,140.3,2946.29,2024-11-13,09:45,Credit Card,2805.99,4.7619,140.3,6.7,Krishna Gupta,256
INV00007494,CUST1793,Rahul Nair,Chennai,Chennai,Tamil Nadu,Regular,Male,Coca-Cola,Coca-Cola,Beverages,272.99,4,0,0.0,54.6,1146.56,2022-07-19,19:02,Credit Card,1091.96,4.7619,54.6,8.6,Karan Roy,362
INV00007495,CUST1129,Akash Gupta,Kolkata Central,Kolkata,West Bengal,Regular,Male,Patanjali,Patanjali Honey,Health,737.14,3,0,0.0,110.57,2321.99,2022-08-15,21:41,Wallet,2211.42,4.7619,110.57,3.7,Aarav Ghosh,222
INV00007496,CUST2445,Sneha Roy,Hyderabad,Hyderabad,Telangana,Regular,Female,Amul,Amul Butter,Dairy,983.82,8,15,1180.58,334.5,7024.48,2022-04-09,15:04,Wallet,7870.56,4.7619,334.5,5.5,Ananya Mukherjee,382
INV00007497,CUST1165,Rahul Yadav,Chennai,Chennai,Tamil Nadu,Member,Male,P&G,Tide Detergent,Home Care,73.67,5,20,73.67,14.73,309.41,2024-10-31,08:18,Cash,368.35,4.7619,14.73,6.3,Neha Roy,298
INV00007498,CUST2082,Aditya Pramanik,Howrah,Howrah,West Bengal,Member,Male,Parle,Parle-G,Snacks,1103.51,2,20,441.4,88.28,1853.9,2024-12-02,10:55,UPI,2207.02,4.7619,88.28,7.0,Pooja Mukherjee,0
INV00007499,CUST1899,Saanvi Gupta,Hyderabad,Hyderabad,Telangana,Wholesale,Male,Unilever,Dove Soap,Personal Care,1027.08,6,15,924.37,261.91,5500.02,2022-05-21,18:43,Cash,6162.48,4.7619,261.91,3.7,Rahul Jain,404
INV00007500,CUST1831,Neha Mukherjee,Ahmedabad,Ahmedabad,Gujarat,Wholesale,Female,Unilever,Clinic Plus Shampoo,Personal Care,713.74,8,10,570.99,256.95,5395.88,2023-12-04,17:10,Debit Card,5709.92,4.7619,256.95,8.5,Meera Gupta,323
INV00007501,CUST1888,Akash Reddy,Hyderabad,Hyderabad,Telangana,Member,Male,Cadbury,Bournvita,Health,712.52,7,15,748.15,211.97,4451.46,2023-09-24,09:23,Credit Card,4987.64,4.7619,211.97,5.5,Arjun Pramanik,430
INV00007502,CUST1082,Rohan Sharma,Howrah,Howrah,West Bengal,Regular,Female,Patanjali,Patanjali Honey,Health,441.3,7,20,617.82,123.56,2594.84,2023-01-03,14:18,Cash,3089.1,4.7619,123.56,8.1,Saanvi Ghosh,341
INV00007503,CUST1171,Rahul Pramanik,Kolkata Central,Kolkata,West Bengal,Wholesale,Male,Tata,Tata Tea Gold,Beverages,80.36,3,15,36.16,10.25,215.17,2024-01-23,18:26,Debit Card,241.08,4.7619,10.25,6.2,Meera Ghosh,493
INV00007504,CUST2204,Saanvi Singh,Kolkata Central,Kolkata,West Bengal,Member,Male,India Gate,Basmati Rice,Grocery,1105.16,2,20,442.06,88.41,1856.67,2024-08-07,14:14,Debit Card,2210.32,4.7619,88.41,6.5,Sneha Ghosh,128
INV00007505,CUST1123,Priya Singh,Ahmedabad,Ahmedabad,Gujarat,Regular,Male,PepsiCo,Pepsi,Beverages,525.49,4,15,315.29,89.33,1876.0,2023-11-05,09:47,UPI,2101.96,4.7619,89.33,8.9,Akash Nair,132
INV00007506,CUST2434,Diya Mukherjee,Salt Lake,Kolkata,West Bengal,Wholesale,Male,HUL,Surf Excel,Home Care,649.53,5,15,487.15,138.03,2898.53,2024-11-22,09:23,Wallet,3247.65,4.7619,138.03,3.9,Ananya Pramanik,254
INV00007507,CUST1761,Vivaan Das,Kolkata Central,Kolkata,West Bengal,Member,Male,PepsiCo,Pepsi,Beverages,1193.71,3,0,0.0,179.06,3760.19,2023-03-02,17:58,Cash,3581.13,4.7619,179.06,6.9,Karan Patel,314
INV00007508,CUST2143,Meera Verma,Mumbai,Mumbai,Maharashtra,Regular,Female,Adani Wilmar,Fortune Sunflower Oil,Grocery,363.12,8,5,145.25,137.99,2897.7,2022-05-31,10:53,UPI,2904.96,4.7619,137.99,3.6,Aarav Singh,90
INV00007509,CUST1211,Aarav Patel,Howrah,Howrah,West Bengal,Regular,Female,Cadbury,Bournvita,Health,345.66,4,10,138.26,62.22,1306.6,2022-01-25,11:34,Cash,1382.64,4.7619,62.22,9.8,Riya Roy,343
INV00007510,CUST1389,Karan Yadav,Chennai,Chennai,Tamil Nadu,Regular,Male,ITC,Aashirvaad Atta,Grocery,193.66,5,5,48.41,45.99,965.88,2024-08-18,11:41,UPI,968.3,4.7619,45.99,4.7,Riya Gupta,241
INV00007511,CUST1107,Aarav Yadav,Mumbai,Mumbai,Maharashtra,Wholesale,Male,Britannia,Britannia Bread,Bakery,858.54,4,20,686.83,137.37,2884.7,2023-08-21,14:49,Cash,3434.16,4.7619,137.37,9.6,Riya Patel,286
INV00007512,CUST1064,Rohan Nair,Chennai,Chennai,Tamil Nadu,Wholesale,Female,PepsiCo,Pepsi,Beverages,1055.06,5,0,0.0,263.77,5539.07,2023-09-17,15:01,Wallet,5275.3,4.7619,263.77,7.6,Priya Sharma,24
INV00007513,CUST1041,Sneha Verma,Bengaluru,Bengaluru,Karnataka,Wholesale,Male,Britannia,Good Day Biscuits,Snacks,576.36,7,10,403.45,181.55,3812.62,2022-08-11,22:10,Wallet,4034.52,4.7619,181.55,6.7,Saanvi Sharma,478
INV00007514,CUST1146,Ishita Mukherjee,Kolkata Central,Kolkata,West Bengal,Member,Male,Amul,Amul Milk,Dairy,62.57,3,10,18.77,8.45,177.39,2024-01-26,15:32,Debit Card,187.71,4.7619,8.45,7.3,Vivaan Roy,336
INV00007515,CUST1711,Pooja Singh,Kolkata Central,Kolkata,West Bengal,Member,Male,PepsiCo,Lay's Chips,Snacks,983.47,6,20,1180.16,236.03,4956.69,2022-03-05,12:56,Cash,5900.82,4.7619,236.03,4.7,Vivaan Roy,477
INV00007516,CUST1508,Vivaan Yadav,Howrah,Howrah,West Bengal,Wholesale,Female,HUL,Surf Excel,Home Care,209.07,8,15,250.88,71.08,1492.76,2024-02-20,08:56,UPI,1672.56,4.7619,71.08,5.4,Arjun Das,187
INV00007517,CUST1559,Pooja Reddy,Kolkata Central,Kolkata,West Bengal,Wholesale,Male,Amul,Amul Butter,Dairy,77.79,5,15,58.34,16.53,347.14,2024-07-09,14:32,Wallet,388.95,4.7619,16.53,8.9,Aditi Roy,441
INV00007518,CUST1479,Rohan Jain,Chennai,Chennai,Tamil Nadu,Wholesale,Male,Britannia,Good Day Biscuits,Snacks,1190.9,2,15,357.27,101.23,2125.76,2024-01-11,19:50,UPI,2381.8,4.7619,101.23,6.4,Arjun Ghosh,97
INV00007519,CUST1723,Akash Sharma,Chennai,Chennai,Tamil Nadu,Regular,Female,Nestlé,Maggi Noodles,Instant Food,533.15,7,5,186.6,177.27,3722.72,2022-12-25,10:29,Cash,3732.05,4.7619,177.27,4.5,Rahul Gupta,434
INV00007520,CUST1254,Ishita Jain,Bengaluru,Bengaluru,Karnataka,Wholesale,Male,Tata,Tata Tea Gold,Beverages,1029.06,8,20,1646.5,329.3,6915.28,2023-12-26,16:35,Debit Card,8232.48,4.7619,329.3,5.0,Sneha Patel,117
INV00007521,CUST2166,Rahul Sharma,Salt Lake,Kolkata,West Bengal,Member,Female,Tata,Tata Salt,Grocery,939.51,8,0,0.0,375.8,7891.88,2022-11-21,14:58,UPI,7516.08,4.7619,375.8,6.5,Krishna Das,37
INV00007522,CUST1791,Ananya Pramanik,Hyderabad,Hyderabad,Telangana,Regular,Male,PepsiCo,Lay's Chips,Snacks,955.43,8,5,382.17,363.06,7624.33,2024-01-23,12:48,Cash,7643.44,4.7619,363.06,9.7,Sneha Verma,36
INV00007523,CUST2045,Pooja Nair,Mumbai,Mumbai,Maharashtra,Wholesale,Male,Coca-Cola,Coca-Cola,Beverages,332.32,6,0,0.0,99.7,2093.62,2023-07-18,21:15,Wallet,1993.92,4.7619,99.7,6.6,Sneha Jain,435
INV00007524,CUST1847,Aditi Singh,Pune,Pune,Maharashtra,Wholesale,Female,Cadbury,Dairy Milk,Confectionery,695.33,6,15,625.8,177.31,3723.49,2024-06-21,13:17,Credit Card,4171.98,4.7619,177.31,3.5,Meera Roy,303
INV00007525,CUST1194,Arjun Jain,Ahmedabad,Ahmedabad,Gujarat,Regular,Female,Adani Wilmar,Fortune Sunflower Oil,Grocery,667.66,6,10,400.6,180.27,3785.63,2023-10-07,21:02,Wallet,4005.96,4.7619,180.27,7.5,Aditi Jain,456
INV00007526,CUST2082,Akash Gupta,Chennai,Chennai,Tamil Nadu,Member,Female,Colgate,Colgate Toothpaste,Personal Care,421.16,8,0,0.0,168.46,3537.74,2022-10-29,09:14,Debit Card,3369.28,4.7619,168.46,3.9,Ananya Nair,134
INV00007527,CUST1709,Sneha Patel,Salt Lake,Kolkata,West Bengal,Regular,Male,Nestlé,Nescafé Coffee,Beverages,267.13,1,0,0.0,13.36,280.49,2024-03-21,10:46,Credit Card,267.13,4.7619,13.36,4.3,Vivaan Mukherjee,195
INV00007528,CUST2017,Pooja Verma,Salt Lake,Kolkata,West Bengal,Regular,Female,Tata,Tata Tea Gold,Beverages,830.21,3,15,373.59,105.85,2222.89,2024-08-22,22:12,Cash,2490.63,4.7619,105.85,8.7,Saanvi Roy,145
INV00007529,CUST1174,Ishita Pramanik,Bengaluru,Bengaluru,Karnataka,Regular,Female,Nestlé,Nescafé Coffee,Beverages,466.21,7,15,489.52,138.7,2912.65,2023-09-03,11:47,UPI,3263.47,4.7619,138.7,8.0,Vivaan Mukherjee,129
INV00007530,CUST1312,Sneha Roy,Delhi NCR,New Delhi,Delhi,Wholesale,Female,Parle,Parle-G,Snacks,159.0,4,0,0.0,31.8,667.8,2024-01-23,14:47,Debit Card,636.0,4.7619,31.8,4.1,Ananya Reddy,284
INV00007531,CUST2122,Karan Patel,Salt Lake,Kolkata,West Bengal,Member,Female,Unilever,Dove Soap,Personal Care,828.69,5,15,621.52,176.1,3698.03,2023-02-05,10:26,UPI,4143.45,4.7619,176.1,5.2,Ishita Yadav,182
INV00007532,CUST1662,Saanvi Sharma,Salt Lake,Kolkata,West Bengal,Regular,Female,HUL,Surf Excel,Home Care,37.3,3,15,16.79,4.76,99.87,2022-01-16,14:47,Wallet,111.9,4.7619,4.76,9.0,Priya Ghosh,234
INV00007533,CUST2203,Aarav Das,Mumbai,Mumbai,Maharashtra,Member,Female,Britannia,Good Day Biscuits,Snacks,323.53,2,20,129.41,25.88,543.53,2024-09-12,19:17,Credit Card,647.06,4.7619,25.88,7.0,Krishna Yadav,382
INV00007534,CUST2277,Sneha Nair,Bengaluru,Bengaluru,Karnataka,Regular,Male,PepsiCo,Lay's Chips,Snacks,311.68,5,5,77.92,74.02,1554.5,2023-10-22,10:30,Wallet,1558.4,4.7619,74.02,7.6,Diya Mukherjee,459
INV00007535,CUST1082,Aditi Das,Pune,Pune,Maharashtra,Member,Male,Tata,Tata Salt,Grocery,169.45,3,0,0.0,25.42,533.77,2022-03-31,08:22,Wallet,508.35,4.7619,25.42,7.5,Aditi Das,311
INV00007536,CUST1420,Aarav Gupta,Kolkata Central,Kolkata,West Bengal,Wholesale,Male,Nestlé,Nescafé Coffee,Beverages,1060.98,2,15,318.29,90.18,1893.85,2022-08-02,20:00,Debit Card,2121.96,4.7619,90.18,3.7,Aditya Patel,260
INV00007537,CUST2119,Aditi Jain,Delhi NCR,New Delhi,Delhi,Regular,Male,Colgate,Colgate Toothpaste,Personal Care,1139.11,3,10,341.73,153.78,3229.38,2024-01-22,14:49,UPI,3417.33,4.7619,153.78,8.6,Ananya Mukherjee,196
INV00007538,CUST1889,Rahul Sharma,Pune,Pune,Maharashtra,Regular,Female,Amul,Amul Butter,Dairy,1059.14,2,20,423.66,84.73,1779.35,2022-03-11,10:20,Debit Card,2118.28,4.7619,84.73,4.7,Ananya Reddy,131
INV00007539,CUST1356,Aditi Pramanik,Mumbai,Mumbai,Maharashtra,Regular,Male,Colgate,Colgate Toothpaste,Personal Care,253.16,1,0,0.0,12.66,265.82,2024-03-21,10:21,Debit Card,253.16,4.7619,12.66,9.6,Riya Nair,205
INV00007540,CUST2208,Rahul Pramanik,Delhi NCR,New Delhi,Delhi,Wholesale,Female,HUL,Red Label Tea,Beverages,639.7,7,20,895.58,179.12,3761.44,2023-08-31,08:02,Cash,4477.9,4.7619,179.12,8.9,Ishita Jain,120
INV00007541,CUST1761,Pooja Sharma,Hyderabad,Hyderabad,Telangana,Regular,Female,Unilever,Dove Soap,Personal Care,881.57,4,0,0.0,176.31,3702.59,2023-12-16,10:08,Credit Card,3526.28,4.7619,176.31,3.5,Ishita Reddy,179
INV00007542,CUST2448,Diya Nair,Hyderabad,Hyderabad,Telangana,Wholesale,Female,India Gate,Basmati Rice,Grocery,392.89,1,0,0.0,19.64,412.53,2022-05-11,21:14,Wallet,392.89,4.7619,19.64,6.6,Karan Nair,243
INV00007543,CUST1257,Akash Gupta,Pune,Pune,Maharashtra,Member,Male,India Gate,Basmati Rice,Grocery,622.79,6,0,0.0,186.84,3923.58,2024-04-28,09:32,Debit Card,3736.74,4.7619,186.84,8.4,Neha Gupta,235
INV00007544,CUST2471,Meera Mukherjee,Hyderabad,Hyderabad,Telangana,Wholesale,Female,Cadbury,Dairy Milk,Confectionery,760.04,2,10,152.01,68.4,1436.47,2023-03-31,16:09,Cash,1520.08,4.7619,68.4,5.6,Rohan Mukherjee,275
INV00007545,CUST2482,Aarav Patel,Hyderabad,Hyderabad,Telangana,Regular,Female,HUL,Red Label Tea,Beverages,1028.8,8,10,823.04,370.37,7777.73,2023-04-20,11:55,Debit Card,8230.4,4.7619,370.37,3.5,Meera Singh,281
INV00007546,CUST1045,Rahul Yadav,Mumbai,Mumbai,Maharashtra,Regular,Female,Unilever,Lux Soap,Personal Care,830.03,5,10,415.01,186.76,3921.9,2022-12-10,10:45,UPI,4150.15,4.7619,186.76,6.6,Ananya Pramanik,143
INV00007547,CUST1240,Aditi Jain,Pune,Pune,Maharashtra,Regular,Female,Adani Wilmar,Fortune Sunflower Oil,Grocery,509.59,1,0,0.0,25.48,535.07,2022-11-15,22:32,Wallet,509.59,4.7619,25.48,8.8,Aditya Nair,2
INV00007548,CUST2185,Diya Gupta,Kolkata Central,Kolkata,West Bengal,Wholesale,Female,Nestlé,Maggi Noodles,Instant Food,1131.01,4,0,0.0,226.2,4750.24,2022-10-19,09:28,Cash,4524.04,4.7619,226.2,9.0,Neha Das,429
INV00007549,CUST1278,Pooja Sharma,Bengaluru,Bengaluru,Karnataka,Wholesale,Male,Patanjali,Patanjali Honey,Health,507.21,5,5,126.8,120.46,2529.71,2024-03-07,21:37,Cash,2536.05,4.7619,120.46,3.5,Krishna Ghosh,180
INV00007550,CUST1539,Rahul Pramanik,Pune,Pune,Maharashtra,Regular,Female,Britannia,Good Day Biscuits,Snacks,1171.86,3,0,0.0,175.78,3691.36,2023-05-15,10:21,Wallet,3515.58,4.7619,175.78,10.0,Krishna Roy,46
INV00007551,CUST2274,Karan Gupta,Chennai,Chennai,Tamil Nadu,Regular,Female,ITC,Aashirvaad Atta,Grocery,884.36,1,20,176.87,35.37,742.86,2023-09-21,13:38,UPI,884.36,4.7619,35.37,3.6,Priya Yadav,313
INV00007552,CUST2246,Rohan Pramanik,Kolkata Central,Kolkata,West Bengal,Wholesale,Female,Unilever,Dove Soap,Personal Care,617.17,1,0,0.0,30.86,648.03,2022-07-05,14:33,UPI,617.17,4.7619,30.86,4.7,Aditi Roy,464
INV00007553,CUST1897,Karan Pramanik,Mumbai,Mumbai,Maharashtra,Wholesale,Male,PepsiCo,Lay's Chips,Snacks,556.75,2,0,0.0,55.68,1169.18,2024-06-29,11:13,Debit Card,1113.5,4.7619,55.68,6.6,Arjun Mukherjee,246
INV00007554,CUST1478,Aditi Das,Chennai,Chennai,Tamil Nadu,Wholesale,Male,Britannia,Good Day Biscuits,Snacks,338.67,2,0,0.0,33.87,711.21,2023-04-08,16:06,Credit Card,677.34,4.7619,33.87,7.5,Diya Gupta,227
INV00007555,CUST1050,Sneha Ghosh,Howrah,Howrah,West Bengal,Wholesale,Male,Amul,Amul Milk,Dairy,1035.0,2,5,103.5,98.33,2064.83,2024-05-23,10:37,Credit Card,2070.0,4.7619,98.33,6.5,Akash Gupta,442
